# HTTP Broken URLs — 87 total
# STATUS | TYPE | URL | DETAIL

0 | UNREACHABLE | https://jobrecruitment.in/-job-in-.html | CONNECTION_ERROR
404 | HTTP_404 | https://jobrecruitment.in/jobrecruitment/article.php.html | https://jobrecruitment.in/jobrecruitment/article.php.html
404 | HTTP_404 | https://jobrecruitment.in/jobrecruitment/blog.html | https://jobrecruitment.in/jobrecruitment/blog.html
404 | HTTP_404 | https://jobrecruitment.in/jobrecruitment/contact.html | https://jobrecruitment.in/jobrecruitment/contact.html
404 | HTTP_404 | https://jobrecruitment.in/jobrecruitment/candidate-search.html | https://jobrecruitment.in/jobrecruitment/candidate-search.html
404 | HTTP_404 | https://jobrecruitment.in/jobrecruitment/disclaimer.html | https://jobrecruitment.in/jobrecruitment/disclaimer.html
404 | HTTP_404 | https://jobrecruitment.in/jobrecruitment/index.html | https://jobrecruitment.in/jobrecruitment/index.html
404 | HTTP_404 | https://jobrecruitment.in/jobrecruitment/job-consultancy-in-ahmedabad.html | https://jobrecruitment.in/jobrecruitment/job-consultancy-in-ahmedabad.html
404 | HTTP_404 | https://jobrecruitment.in/jobrecruitment/job-consultancy-template.php.html | https://jobrecruitment.in/jobrecruitment/job-consultancy-template.php.html
404 | HTTP_404 | https://jobrecruitment.in/jobrecruitment/job-details.php.html | https://jobrecruitment.in/jobrecruitment/job-details.php.html
404 | HTTP_404 | https://jobrecruitment.in/jobrecruitment/job.php.html | https://jobrecruitment.in/jobrecruitment/job.php.html
404 | HTTP_404 | https://jobrecruitment.in/jobrecruitment/privacy.html | https://jobrecruitment.in/jobrecruitment/privacy.html
404 | HTTP_404 | https://jobrecruitment.in/jobrecruitment/jobs.html | https://jobrecruitment.in/jobrecruitment/jobs.html
404 | HTTP_404 | https://jobrecruitment.in/jobrecruitment/register.html | https://jobrecruitment.in/jobrecruitment/register.html
404 | HTTP_404 | https://jobrecruitment.in/jobrecruitment/terms.html | https://jobrecruitment.in/jobrecruitment/terms.html
404 | HTTP_404 | https://jobrecruitment.in/jobrecruitment/employer.html | https://jobrecruitment.in/jobrecruitment/employer.html
404 | HTTP_404 | https://jobrecruitment.in/public_html/employer.html | https://jobrecruitment.in/public_html/employer.html
